,occ_hu,own_occ,own_hh1,own_hh2,own_hh3,own_hh4,own_hh5,own_hh6,own_hh7,rent_occ,ren_hh1,ren_hh2,ren_hh3,ren_hh4,ren_hh5,ren_hh6,ren_hh7,occ_hu2,own_mort,own_clear,rent_occ2,tot_pop,NAME,state,county,tract,cty_name
4,1612,1063,246,427,186,128,46,24,6,549,251,131,66,68,23,6,4,1612,642,421,549,3819,Census Tract 9683,08,089,968300,Otero County
5,450,310,75,124,46,32,21,9,3,140,46,37,22,16,16,2,1,450,151,159,140,1119,Census Tract 9684,08,089,968400,Otero County
6,725,560,117,255,80,60,28,12,8,165,55,43,30,18,13,6,0,725,321,239,165,1832,Census Tract 9685,08,089,968500,Otero County
7,2004,1180,356,409,188,118,64,30,15,824,311,214,119,89,58,20,13,2004,687,493,824,5018,Census Tract 9686,08,089,968600,Otero County
1,2022,1498,328,812,180,123,42,9,4,524,207,156,65,51,33,8,4,2022,961,537,524,4436,Census Tract 9676,08,091,967600,Ouray County
1,2409,2091,499,963,277,237,69,36,10,318,116,89,55,32,15,5,6,2409,1741,350,318,5587,Census Tract 1,08,093,000100,Park County
2,1469,1261,233,590,193,160,62,18,5,208,56,60,35,31,18,7,1,1469,1074,187,208,3647,Census Tract 2,08,093,000200,Park County
3,1216,881,282,377,109,88,20,4,1,335,133,88,44,32,29,5,4,1216,682,199,335,2694,Census Tract 3,08,093,000300,Park County
4,1022,885,256,460,79,66,18,2,4,137,60,37,16,18,1,3,2,1022,610,275,137,2099,Census Tract 4,08,093,000400,Park County
5,1058,951,263,508,102,48,19,7,4,107,42,33,11,13,7,0,1,1058,604,347,107,2179,Census Tract 5,08,093,000500,Park County
1,1218,836,208,330,95,106,64,20,13,382,180,79,37,48,26,5,7,1218,499,337,382,3011,Census Tract 9676,08,095,967600,Phillips County
2,601,470,119,207,55,57,21,8,3,131,58,26,15,17,8,2,5,601,272,198,131,1431,Census Tract 9677,08,095,967700,Phillips County
1,3363,2170,532,876,358,255,101,30,18,1193,498,393,136,108,32,18,8,3363,1569,601,1193,7681,Census Tract 1,08,097,000100,Pitkin County
2,2417,1338,535,521,148,88,33,10,3,1079,577,345,101,34,13,6,3,2417,841,497,1079,4471,Census Tract 4.01,08,097,000401,Pitkin County
3,1305,694,226,249,86,99,26,7,1,611,364,173,36,25,11,2,0,1305,486,208,611,2563,Census Tract 4.02,08,097,000402,Pitkin County
4,1067,702,226,223,112,89,35,10,7,365,139,115,57,41,8,3,2,1067,555,147,365,2433,Census Tract 5,08,097,000500,Pitkin County
1,575,442,67,206,66,65,26,7,5,133,48,37,16,15,14,3,0,575,260,182,133,1462,Census Tract 1,08,099,000100,Prowers County
2,928,558,154,170,96,66,44,18,10,370,135,86,51,37,43,15,3,928,293,265,370,2470,Census Tract 2,08,099,000200,Prowers County
3,2025,1259,309,498,179,128,93,34,18,766,347,199,93,62,35,22,8,2025,815,444,766,4975,Census Tract 3,08,099,000300,Prowers County
4,545,420,97,172,61,49,24,10,7,125,35,37,20,15,13,4,1,545,198,222,125,1424,Census Tract 6,08,099,000600,Prowers County
5,862,600,132,254,81,74,24,28,7,262,71,74,44,34,31,7,1,862,326,274,262,2220,Census Tract 7,08,099,000700,Prowers County
1,1192,816,255,319,108,93,27,11,3,376,125,125,62,38,19,3,4,1192,567,249,376,2692,Census Tract 1,08,101,000100,Pueblo County
2,721,467,141,145,76,58,36,7,4,254,67,56,47,49,19,10,6,721,337,130,254,1857,Census Tract 2,08,101,000200,Pueblo County
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,Census Tract 3,08,101,000300,Pueblo County
4,1156,695,255,241,101,60,18,9,11,461,165,119,80,53,32,9,3,1156,483,212,461,2602,Census Tract 4,08,101,000400,Pueblo County
5,1021,616,222,236,71,53,23,7,4,405,157,118,62,34,24,8,2,1021,395,221,405,2204,Census Tract 5,08,101,000500,Pueblo County
6,938,323,110,100,45,33,22,5,8,615,259,170,79,60,28,12,7,938,234,89,615,2153,Census Tract 6,08,101,000600,Pueblo County
7,1187,515,150,164,84,62,29,14,12,672,262,155,108,72,42,22,11,1187,336,179,672,3031,Census Tract 8,08,101,000800,Pueblo County
8,2315,1254,302,470,192,162,78,33,17,1061,390,271,176,113,71,21,19,2315,851,403,1061,5802,Census Tract 9.02,08,101,000902,Pueblo County
9,34,0,0,0,0,0,0,0,0,34,1,2,11,17,3,0,0,34,0,0,34,777,Census Tract 9.03,08,101,000903,Pueblo County
10,2005,1244,379,469,178,126,53,27,12,761,469,120,58,65,28,16,5,2005,794,450,761,4350,Census Tract 9.04,08,101,000904,Pueblo County
11,1111,237,82,95,27,23,5,2,3,874,397,267,133,42,21,9,5,1111,157,80,874,2202,Census Tract 9.05,08,101,000905,Pueblo County
12,1751,972,252,328,170,98,58,39,27,779,191,197,145,107,80,41,18,1751,632,340,779,4758,Census Tract 10,08,101,001000,Pueblo County
13,1055,612,167,209,97,74,30,23,12,443,118,95,89,60,54,13,14,1055,398,214,443,2834,Census Tract 11,08,101,001100,Pueblo County
14,782,447,139,144,62,49,30,12,11,335,81,66,60,62,44,17,5,782,269,178,335,2126,Census Tract 12,08,101,001200,Pueblo County
15,662,233,81,80,34,18,9,7,4,429,223,107,41,37,13,5,3,662,133,100,429,1375,Census Tract 14,08,101,001400,Pueblo County
16,989,599,228,216,76,50,23,2,4,390,190,107,37,30,18,6,2,989,425,174,390,2025,Census Tract 15,08,101,001500,Pueblo County
17,758,604,202,262,67,49,19,5,0,154,55,55,22,9,9,2,2,758,362,242,154,1710,Census Tract 16,08,101,001600,Pueblo County
18,1900,1517,472,672,187,107,53,15,11,383,136,86,66,53,30,7,5,1900,853,664,383,4196,Census Tract 17,08,101,001700,Pueblo County
19,984,692,275,234,81,66,21,6,9,292,93,83,52,39,13,8,4,984,493,199,292,2176,Census Tract 18,08,101,001800,Pueblo County
20,675,292,95,111,29,33,15,7,2,383,197,92,36,20,25,11,2,675,199,93,383,1445,Census Tract 19,08,101,001900,Pueblo County
21,1220,648,245,216,84,47,30,12,14,572,171,150,110,59,44,28,10,1220,368,280,572,2940,Census Tract 20,08,101,002000,Pueblo County
22,628,296,98,95,47,24,18,11,3,332,130,68,62,30,19,13,10,628,186,110,332,1526,Census Tract 21,08,101,002100,Pueblo County
23,640,392,141,110,64,42,18,12,5,248,75,53,43,33,22,14,8,640,251,141,248,1650,Census Tract 22,08,101,002200,Pueblo County
24,1487,783,256,280,113,73,37,18,6,704,278,208,105,61,40,8,4,1487,523,260,704,3476,Census Tract 23,08,101,002300,Pueblo County
25,792,533,184,177,64,59,33,7,9,259,76,63,52,36,21,6,5,792,358,175,259,1928,Census Tract 24,08,101,002400,Pueblo County
26,1155,713,247,236,103,63,37,17,10,442,131,124,81,53,28,15,10,1155,489,224,442,2782,Census Tract 25,08,101,002500,Pueblo County
27,1638,589,211,208,84,46,22,12,6,1049,417,253,184,112,55,19,9,1638,371,218,1049,3880,Census Tract 26,08,101,002600,Pueblo County
28,2236,1621,491,635,221,153,74,33,14,615,150,149,130,106,50,23,7,2236,1008,613,615,5434,Census Tract 27,08,101,002700,Pueblo County
29,2052,1433,368,490,256,169,86,37,27,619,273,133,70,70,49,9,15,2052,952,481,619,5268,Census Tract 28.01,08,101,002801,Pueblo County
30,1534,1148,343,450,164,109,49,19,14,386,132,106,60,46,22,15,5,1534,811,337,386,3586,Census Tract 28.02,08,101,002802,Pueblo County
31,1857,1546,306,745,189,167,79,41,19,311,96,101,45,36,18,9,6,1857,1035,511,311,4661,Census Tract 28.04,08,101,002804,Pueblo County
32,1382,1247,254,549,164,168,65,31,16,135,40,27,26,23,9,9,1,1382,922,325,135,3519,Census Tract 28.06,08,101,002806,Pueblo County
33,1686,1377,302,499,228,223,87,26,12,309,68,87,53,54,30,13,4,1686,1011,366,309,4430,Census Tract 28.07,08,101,002807,Pueblo County
34,1110,1075,160,448,188,173,66,29,11,35,7,13,6,5,4,0,0,1110,785,290,35,2989,Census Tract 28.08,08,101,002808,Pueblo County
35,1133,473,99,166,86,61,33,20,8,660,252,134,120,79,50,10,15,1133,354,119,660,2914,Census Tract 29.01,08,101,002901,Pueblo County
36,2448,1733,481,631,283,222,76,25,15,715,206,222,121,89,59,13,5,2448,1280,453,715,5901,Census Tract 29.03,08,101,002903,Pueblo County
37,1435,1373,218,608,190,202,103,31,21,62,5,14,9,14,12,6,2,1435,1109,264,62,3905,Census Tract 29.06,08,101,002906,Pueblo County
38,904,845,99,349,141,147,76,20,13,59,8,12,10,15,8,1,5,904,710,135,59,2611,Census Tract 29.11,08,101,002911,Pueblo County
39,621,266,41,97,45,41,25,14,3,355,99,95,81,44,24,10,2,621,233,33,355,1689,Census Tract 29.12,08,101,002912,Pueblo County
40,1264,1190,182,549,166,179,83,21,10,74,19,21,8,17,3,4,2,1264,898,292,74,3318,Census Tract 29.13,08,101,002913,Pueblo County
41,1147,814,133,271,172,130,71,22,15,333,96,101,52,47,24,11,2,1147,706,108,333,3210,Census Tract 29.14,08,101,002914,Pueblo County
42,920,523,104,203,81,70,27,22,16,397,94,106,79,73,32,7,6,920,427,96,397,2525,Census Tract 29.15,08,101,002915,Pueblo County
43,1189,854,253,323,102,95,47,23,11,335,78,90,61,55,31,15,5,1189,611,243,335,3004,Census Tract 29.16,08,101,002916,Pueblo County
44,1047,854,125,349,144,147,63,14,12,193,31,43,46,41,22,7,3,1047,691,163,193,2935,Census Tract 29.17,08,101,002917,Pueblo County
45,2275,2099,257,832,346,371,178,73,42,176,34,41,32,29,26,10,4,2275,1867,232,176,6646,Census Tract 29.18,08,101,002918,Pueblo County
46,492,355,97,133,45,48,14,14,4,137,33,38,29,21,10,4,2,492,187,168,137,1244,Census Tract 30.01,08,101,003001,Pueblo County
47,913,777,121,326,155,101,49,19,6,136,51,26,21,17,11,4,6,913,575,202,136,2721,Census Tract 30.04,08,101,003004,Pueblo County
48,751,545,132,208,86,72,27,11,9,206,59,56,38,35,11,6,1,751,283,262,206,1885,Census Tract 31.03,08,101,003103,Pueblo County
49,876,779,147,349,118,107,39,13,6,97,31,23,15,14,4,9,1,876,498,281,97,2210,Census Tract 31.04,08,101,003104,Pueblo County
50,1172,1056,157,447,165,165,78,30,14,116,29,38,17,14,10,6,2,1172,706,350,116,3204,Census Tract 31.05,08,101,003105,Pueblo County
51,453,411,79,162,72,57,22,8,11,42,10,9,14,4,2,2,1,453,276,135,42,1283,Census Tract 31.06,08,101,003106,Pueblo County
52,1343,1036,200,419,160,140,73,25,19,307,98,74,48,35,25,16,11,1343,650,386,307,3572,Census Tract 32,08,101,003200,Pueblo County
53,1088,209,86,70,24,16,10,0,3,879,652,138,47,23,8,6,5,1088,123,86,879,2374,Census Tract 35,08,101,003500,Pueblo County
54,848,520,145,178,73,62,34,20,8,328,139,49,47,45,28,14,6,848,305,215,328,2196,Census Tract 36,08,101,003600,Pueblo County
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Census Tract 9801,08,101,980100,Pueblo County
1,1592,1100,248,485,147,132,57,23,8,492,183,136,65,63,31,11,3,1592,681,419,492,3858,Census Tract 9511,08,103,951100,Rio Blanco County
2,1055,775,160,325,101,122,45,15,7,280,116,60,46,32,15,8,3,1055,546,229,280,2808,Census Tract 9512,08,103,951200,Rio Blanco County
1,2106,1337,317,516,202,154,86,38,24,769,295,189,126,96,38,13,12,2106,874,463,769,5323,Census Tract 9767,08,105,976700,Rio Grande County
2,758,482,104,205,66,54,30,17,6,276,114,67,37,37,12,8,1,758,270,212,276,1930,Census Tract 9768,08,105,976800,Rio Grande County
3,1915,1399,265,712,170,133,66,28,25,516,174,125,83,84,33,12,5,1915,837,562,516,4729,Census Tract 9770,08,105,977000,Rio Grande County
1,913,737,148,351,111,87,28,7,5,176,56,65,24,19,8,2,2,913,517,220,176,2151,Census Tract 1,08,107,000100,Routt County
2,784,535,131,197,90,77,29,5,6,249,98,55,46,22,17,9,2,784,394,141,249,1925,Census Tract 2,08,107,000200,Routt County
3,990,755,167,330,101,103,40,11,3,235,110,53,31,23,13,2,3,990,534,221,235,2335,Census Tract 3,08,107,000300,Routt County
4,1300,1013,178,366,206,186,51,16,10,287,74,103,61,29,9,10,1,1300,797,216,287,3443,Census Tract 4,08,107,000400,Routt County
5,1608,946,162,418,163,137,50,12,4,662,278,214,77,64,22,3,4,1608,678,268,662,3970,Census Tract 5,08,107,000500,Routt County
6,1309,956,197,404,160,140,36,12,7,353,108,127,63,41,11,1,2,1309,746,210,353,3139,Census Tract 6,08,107,000600,Routt County
7,2162,1314,408,597,161,105,27,14,2,848,281,331,137,65,25,7,2,2162,1029,285,848,4595,Census Tract 7,08,107,000700,Routt County
8,826,658,138,310,110,79,14,6,1,168,51,44,28,23,15,5,2,826,486,172,168,1951,Census Tract 8,08,107,000800,Routt County
1,1566,1174,435,494,134,75,23,10,3,392,179,104,51,37,15,4,2,1566,648,526,392,3143,Census Tract 9776,08,109,977600,Saguache County
2,1074,647,139,196,112,88,75,26,11,427,119,115,77,54,45,12,5,1074,365,282,427,2965,Census Tract 9777,08,109,977700,Saguache County
1,344,210,77,91,16,17,6,1,2,134,63,41,11,8,9,1,1,344,121,89,134,699,Census Tract 9726,08,111,972600,San Juan County
1,1052,480,170,166,55,64,22,2,1,572,236,164,98,50,19,3,2,1052,362,118,572,2239,Census Tract 9681.01,08,113,968101,San Miguel County
2,878,301,82,107,45,48,11,7,1,577,389,116,36,24,8,2,2,878,229,72,577,1620,Census Tract 9681.02,08,113,968102,San Miguel County
3,871,682,171,258,127,105,16,1,4,189,73,62,29,19,4,0,2,871,541,141,189,2006,Census Tract 9681.03,08,113,968103,San Miguel County
4,653,498,128,229,69,50,18,2,2,155,47,49,21,23,9,4,2,653,325,173,155,1494,Census Tract 9682,08,113,968200,San Miguel County
1,1093,773,229,340,90,69,35,9,1,320,155,78,36,30,13,7,1,1093,363,410,320,2379,Census Tract 9683,08,115,968300,Sedgwick County
1,3031,2088,477,1009,318,201,58,12,13,943,226,276,140,153,75,43,30,3031,1645,443,943,7406,Census Tract 1,08,117,000100,Summit County
2,2946,1818,458,721,280,249,65,26,19,1128,318,370,191,148,56,29,16,2946,1455,363,1128,7285,Census Tract 2,08,117,000200,Summit County
3,1713,1136,353,528,118,94,34,8,1,577,197,205,100,50,21,0,4,1713,845,291,577,3676,Census Tract 3,08,117,000300,Summit County
4,1800,1008,232,447,135,141,31,15,7,792,228,298,153,66,31,12,4,1800,773,235,792,4254,Census Tract 4.01,08,117,000401,Summit County
5,2264,1522,310,707,232,201,55,13,4,742,223,266,118,89,28,10,8,2264,1206,316,742,5373,Census Tract 4.02,08,117,000402,Summit County
1,2955,2353,384,1100,358,338,103,50,20,602,196,159,107,87,28,15,10,2955,1905,448,602,7468,Census Tract 101.03,08,119,010103,Teller County
2,845,598,146,270,85,68,21,5,3,247,96,66,45,26,10,1,3,845,435,163,247,1915,Census Tract 101.04,08,119,010104,Teller County
3,2522,2226,444,1120,280,241,98,31,12,296,78,101,38,38,17,13,11,2522,1714,512,296,6045,Census Tract 101.05,08,119,010105,Teller County
4,1962,1693,377,825,218,174,63,26,10,269,88,84,38,31,21,7,0,1962,1384,309,269,4643,Census Tract 101.06,08,119,010106,Teller County
5,1210,868,247,433,89,45,35,13,6,342,131,107,48,25,22,5,4,1210,635,233,342,2674,Census Tract 102.01,08,119,010201,Teller County
6,311,202,79,89,18,9,7,0,0,109,46,33,16,10,2,1,1,311,126,76,109,605,Census Tract 102.02,08,119,010202,Teller County
1,881,638,163,290,74,53,32,15,11,243,82,54,33,37,23,11,3,881,297,341,243,2149,Census Tract 9241,08,121,924100,Washington County
2,1099,793,248,319,91,81,34,11,9,306,128,83,40,20,20,10,5,1099,412,381,306,2665,Census Tract 9242,08,121,924200,Washington County
1,1222,121,30,22,25,15,14,7,8,1101,643,226,105,68,38,11,10,1222,89,32,1101,2468,Census Tract 1,08,123,000100,Weld County
2,867,51,14,17,6,5,5,1,3,816,295,283,85,69,49,18,17,867,32,19,816,3207,Census Tract 2,08,123,000200,Weld County
3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1869,Census Tract 3,08,123,000300,Weld County
4,1352,776,234,344,97,70,17,9,5,576,182,183,94,64,30,14,9,1352,528,248,576,3166,Census Tract 4.01,08,123,000401,Weld County
5,1285,490,138,194,70,42,26,11,9,795,247,198,130,100,55,33,32,1285,355,135,795,3362,Census Tract 4.02,08,123,000402,Weld County
6,935,435,75,103,70,67,58,35,27,500,97,97,100,82,65,30,29,935,297,138,500,3128,Census Tract 5.01,08,123,000501,Weld County
7,1160,381,109,106,48,44,26,19,29,779,249,175,120,87,77,38,33,1160,298,83,779,3313,Census Tract 5.02,08,123,000502,Weld County
8,200,96,19,26,22,7,9,7,6,104,29,13,22,16,11,6,7,200,47,49,104,1634,Census Tract 6,08,123,000600,Weld County
9,525,263,71,71,44,23,22,12,20,262,68,57,42,37,32,14,12,525,178,85,262,1602,Census Tract 7.01,08,123,000701,Weld County
10,1892,1252,186,259,192,242,167,104,102,640,82,127,137,101,99,47,47,1892,992,260,640,6796,Census Tract 7.03,08,123,000703,Weld County
11,210,179,20,52,39,40,16,8,4,31,1,10,8,5,5,2,0,210,167,12,31,661,Census Tract 7.04,08,123,000704,Weld County
12,602,397,85,194,54,26,20,9,9,205,57,49,41,27,14,9,8,602,252,145,205,1541,Census Tract 7.05,08,123,000705,Weld County
13,1491,195,69,77,16,11,13,4,5,1296,609,338,133,118,54,24,20,1491,132,63,1296,3401,Census Tract 8,08,123,000800,Weld County
14,1062,711,176,282,102,83,42,11,15,351,59,102,79,53,44,6,8,1062,487,224,351,2806,Census Tract 9,08,123,000900,Weld County
15,1699,529,132,149,71,79,55,26,17,1170,355,267,203,165,102,50,28,1699,308,221,1170,4718,Census Tract 10.03,08,123,001003,Weld County
16,1525,550,127,178,86,63,49,26,21,975,224,254,186,127,100,47,37,1525,406,144,975,4433,Census Tract 10.04,08,123,001004,Weld County
17,2129,1313,221,355,242,262,137,53,43,816,155,235,155,131,72,47,21,2129,1133,180,816,6459,Census Tract 10.05,08,123,001005,Weld County
18,1533,1110,262,335,174,165,94,42,38,423,106,84,80,64,50,23,16,1533,881,229,423,4431,Census Tract 10.06,08,123,001006,Weld County
19,1923,941,216,358,170,121,41,19,16,982,465,221,116,95,55,16,14,1923,696,245,982,4503,Census Tract 11,08,123,001100,Weld County
20,1605,715,210,274,90,71,44,14,12,890,359,219,131,77,66,22,16,1605,489,226,890,3802,Census Tract 12.01,08,123,001201,Weld County
21,1078,807,186,311,141,105,34,16,14,271,110,60,31,27,26,9,8,1078,574,233,271,2785,Census Tract 12.02,08,123,001202,Weld County
22,2219,1294,281,386,221,167,136,51,52,925,288,195,160,117,97,38,30,2219,920,374,925,6458,Census Tract 13,08,123,001300,Weld County
23,930,761,128,316,122,99,62,19,15,169,33,37,24,33,25,9,8,930,573,188,169,2613,Census Tract 14.04,08,123,001404,Weld County
24,1300,954,171,290,184,176,91,29,13,346,66,89,77,56,22,27,9,1300,894,60,346,3781,Census Tract 14.05,08,123,001405,Weld County
25,2077,1471,310,551,226,223,101,35,25,606,199,195,92,71,33,8,8,2077,1308,163,606,5306,Census Tract 14.06,08,123,001406,Weld County
26,617,578,51,196,119,135,46,21,10,39,2,6,5,14,6,4,2,617,497,81,39,1933,Census Tract 14.07,08,123,001407,Weld County
27,765,581,79,301,92,61,25,15,8,184,75,31,31,23,14,8,2,765,405,176,184,2046,Census Tract 14.08,08,123,001408,Weld County
28,1450,649,134,292,95,78,28,13,9,801,289,289,129,70,16,7,1,1450,486,163,801,3267,Census Tract 14.09,08,123,001409,Weld County
29,1379,1251,320,631,144,105,33,13,5,128,61,29,9,13,11,3,2,1379,772,479,128,3005,Census Tract 14.10,08,123,001410,Weld County
30,1028,725,151,305,116,94,34,20,5,303,128,98,40,16,17,3,1,1028,566,159,303,2433,Census Tract 14.11,08,123,001411,Weld County
31,869,653,104,278,102,103,46,14,6,216,84,53,34,23,14,6,2,869,541,112,216,2309,Census Tract 14.12,08,123,001412,Weld County
32,1038,724,169,284,109,92,40,13,17,314,57,77,71,58,32,10,9,1038,527,197,314,2791,Census Tract 14.13,08,123,001413,Weld County
33,784,641,134,246,88,99,49,14,11,143,22,46,15,26,19,11,4,784,530,111,143,2152,Census Tract 14.14,08,123,001414,Weld County
34,1224,1090,136,363,199,242,104,33,13,134,17,19,27,29,26,8,8,1224,956,134,134,3736,Census Tract 14.15,08,123,001415,Weld County
35,788,668,119,301,110,80,40,12,6,120,20,49,26,13,10,2,0,788,557,111,120,1999,Census Tract 14.16,08,123,001416,Weld County
36,775,615,85,216,132,110,37,25,10,160,22,34,37,31,19,11,6,775,495,120,160,2294,Census Tract 14.17,08,123,001417,Weld County
37,2442,1874,324,737,267,335,140,53,18,568,190,145,81,85,37,23,7,2442,1472,402,568,6547,Census Tract 15,08,123,001500,Weld County
38,1544,1175,192,441,204,183,102,38,15,369,93,86,62,55,50,15,8,1544,856,319,369,4346,Census Tract 16,08,123,001600,Weld County
39,1630,1196,211,478,186,166,86,41,28,434,87,109,70,68,60,29,11,1630,861,335,434,4653,Census Tract 17,08,123,001700,Weld County
40,1510,1097,206,411,181,155,86,33,25,413,98,106,65,68,48,23,5,1510,816,281,413,4222,Census Tract 18,08,123,001800,Weld County
41,2398,2026,374,738,338,287,177,68,44,372,56,94,64,69,48,26,15,2398,1711,315,372,7743,Census Tract 19.02,08,123,001902,Weld County
42,1339,934,120,272,133,177,120,57,55,405,128,78,68,49,49,16,17,1339,777,157,405,4322,Census Tract 19.05,08,123,001905,Weld County
43,510,384,71,143,52,52,30,21,15,126,24,36,20,22,13,7,4,510,248,136,126,1502,Census Tract 19.06,08,123,001906,Weld County
44,967,705,101,284,112,104,56,30,18,262,71,61,45,39,33,6,7,967,528,177,262,2775,Census Tract 19.07,08,123,001907,Weld County
45,1015,604,125,203,85,78,65,22,26,411,100,96,81,57,35,21,21,1015,408,196,411,3000,Census Tract 19.08,08,123,001908,Weld County
46,1333,988,225,341,166,134,59,29,34,345,74,79,67,54,37,17,17,1333,768,220,345,3729,Census Tract 20.04,08,123,002004,Weld County
47,180,152,14,51,32,29,14,6,6,28,8,7,5,2,4,1,1,180,134,18,28,561,Census Tract 20.05,08,123,002005,Weld County
48,124,103,20,45,11,15,4,4,4,21,4,5,5,3,4,0,0,124,73,30,21,339,Census Tract 20.06,08,123,002006,Weld County
49,1819,1541,200,565,310,283,127,38,18,278,78,88,39,39,26,5,3,1819,1369,172,278,5110,Census Tract 20.07,08,123,002007,Weld County
50,1661,1421,243,486,240,309,105,28,10,240,48,64,52,47,19,6,4,1661,1312,109,240,4621,Census Tract 20.08,08,123,002008,Weld County
51,495,442,60,210,64,63,29,9,7,53,13,16,7,5,7,4,1,495,330,112,53,1332,Census Tract 20.09,08,123,002009,Weld County
52,732,626,147,203,115,87,45,17,12,106,19,38,18,13,11,4,3,732,438,188,106,1964,Census Tract 20.10,08,123,002010,Weld County
53,127,118,21,48,16,24,7,1,1,9,4,1,1,2,0,0,1,127,107,11,9,334,Census Tract 20.11,08,123,002011,Weld County
54,273,260,15,95,46,54,30,12,8,13,1,3,1,5,1,2,0,273,249,11,13,892,Census Tract 20.12,08,123,002012,Weld County
55,911,817,102,264,152,201,57,26,15,94,13,24,12,20,16,6,3,911,772,45,94,2760,Census Tract 20.13,08,123,002013,Weld County
56,595,478,134,192,63,58,17,7,7,117,26,30,26,15,14,1,5,595,354,124,117,1455,Census Tract 20.14,08,123,002014,Weld County
57,383,338,46,105,75,71,29,9,3,45,4,15,5,8,7,3,3,383,324,14,45,1148,Census Tract 20.15,08,123,002015,Weld County
58,1042,853,160,266,165,137,75,21,29,189,38,52,29,39,20,4,7,1042,741,112,189,3023,Census Tract 20.16,08,123,002016,Weld County
59,206,197,13,94,20,46,19,1,4,9,4,2,2,0,0,0,1,206,174,23,9,600,Census Tract 20.17,08,123,002017,Weld County
60,294,252,20,103,54,42,15,11,7,42,4,12,7,8,6,5,0,294,233,19,42,893,Census Tract 20.18,08,123,002018,Weld County
61,1156,971,138,331,172,181,98,33,18,185,48,38,34,33,17,7,8,1156,858,113,185,3413,Census Tract 20.19,08,123,002019,Weld County
62,1519,1393,112,432,240,370,151,56,32,126,8,22,21,36,22,9,8,1519,1328,65,126,4990,Census Tract 20.20,08,123,002020,Weld County
63,237,218,42,94,30,34,9,2,7,19,2,8,4,2,0,2,1,237,175,43,19,622,Census Tract 20.21,08,123,002021,Weld County
64,2441,1899,273,651,331,353,166,83,42,542,85,138,110,106,63,28,12,2441,1692,207,542,7319,Census Tract 21.01,08,123,002101,Weld County
65,3388,2850,365,1092,476,541,243,87,46,538,97,110,95,114,73,32,17,3388,2465,385,538,9989,Census Tract 21.02,08,123,002102,Weld County
66,2873,2550,367,1032,406,446,184,71,44,323,69,111,54,49,27,5,8,2873,2064,486,323,8009,Census Tract 21.03,08,123,002103,Weld County
67,324,264,28,115,42,41,30,4,4,60,22,19,5,9,3,2,0,324,216,48,60,893,Census Tract 22.03,08,123,002203,Weld County
68,746,592,105,223,78,122,43,17,4,154,42,49,22,23,15,2,1,746,521,71,154,2013,Census Tract 22.04,08,123,002204,Weld County
69,1754,1200,232,423,214,206,93,23,9,554,200,152,90,66,34,9,3,1754,1034,166,554,4605,Census Tract 22.05,08,123,002205,Weld County
70,1318,1004,158,353,175,186,90,27,15,314,128,76,41,34,27,5,3,1318,829,175,314,3582,Census Tract 22.06,08,123,002206,Weld County
71,662,551,79,197,96,109,51,13,6,111,19,17,29,32,8,6,0,662,479,72,111,1918,Census Tract 22.07,08,123,002207,Weld County
72,1649,1431,157,590,278,257,102,32,15,218,61,56,40,40,11,9,1,1649,1225,206,218,4588,Census Tract 22.08,08,123,002208,Weld County
73,365,261,29,126,38,48,19,1,0,104,46,32,7,11,7,1,0,365,218,43,104,904,Census Tract 22.09,08,123,002209,Weld County
74,249,222,16,79,38,52,22,12,3,27,5,6,6,6,2,1,1,249,193,29,27,783,Census Tract 22.10,08,123,002210,Weld County
75,1725,1219,240,496,186,144,98,40,15,506,151,114,87,63,53,22,16,1725,929,290,506,4619,Census Tract 23,08,123,002300,Weld County
76,1862,1475,304,605,223,199,88,27,29,387,132,86,59,50,35,17,8,1862,1091,384,387,4843,Census Tract 25.01,08,123,002501,Weld County
77,2012,1482,257,586,205,231,121,47,35,530,168,85,103,75,57,21,21,2012,1124,358,530,5656,Census Tract 25.02,08,123,002502,Weld County
1,1799,1220,288,519,148,141,78,36,10,579,220,128,86,73,34,27,11,1799,649,571,579,4602,Census Tract 9631,08,125,963100,Yuma County
2,2153,1468,363,588,175,210,84,34,14,685,249,142,111,88,57,25,13,2153,858,610,685,5441,Census Tract 9632,08,125,963200,Yuma County
